Entity,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Jordan,JOR,,,,,,,,,,,,,,,,,5730509300.0,6206051000.0,7117072000.0,8597630000.0,9559261000.0,11201420000.0,11988426000.0,11722314000.0,12225399000.0,11894465000.0,12549211000.0,12840763000.0,13028517000.0,11630659000.0,11598569000.0,11785136000.0,13476276000.0,14080955000.0,14780987000.0,15697538000.0,16025148000.0,16555337000.0,17054012000.0,17632063000.0,18380669000.0,19349324000.0,20468451000.0,21320280000.0,23146834000.0,25032514000.0,27058387000.0,29270727000.0,31384187000.0,32960838000.0,33723826000.0,34646910000.0,35488604000.0,36414840000.0,37647147000.0,38587020000.0,39356514000.0,40330035000.0,41104000000.0,41823826000.0,41362612000.0,42874683000.0,43915710000.0
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95326490000.0,84840570000.0,80344020000.0,72952370000.0,63760376000.0,58532024000.0,58824684000.0,59824700000.0,58688033000.0,60272610000.0,66179326000.0,75113540000.0,82474660000.0,90144810000.0,98798710000.0,108382000000.0,119979000000.0,130657000000.0,134969000000.0,136589000000.0,146559000000.0,157405000000.0,164960000000.0,174858000000.0,182202000000.0,184388000000.0,186417000000.0,194060000000.0,202016000000.0,211107000000.0,205829000000.0,214680000000.0,221550000000.0
Kenya,KEN,6102055400.0,5627643000.0,6159869400.0,6700603400.0,7033253000.0,7174557700.0,8231267000.0,8507939000.0,9187102000.0,9918324000.0,9456581000.0,11553474000.0,13527087000.0,14324723000.0,14907110000.0,15038622000.0,15362549000.0,16814893000.0,17977221000.0,19346227000.0,20428063000.0,21198926000.0,21518283000.0,21799969000.0,22182605000.0,23136582000.0,24797223000.0,26269460000.0,27899003000.0,29207564000.0,30431960000.0,30869676000.0,30622876000.0,30731035000.0,31540115000.0,32929841000.0,34295390000.0,34458260000.0,35592008000.0,36412543000.0,36630910000.0,38015520000.0,38223413000.0,39344304000.0,41352557000.0,43795116000.0,46629753000.0,49824227000.0,49939964000.0,51591447000.0,55748930000.0,58603893000.0,61281317000.0,63608690000.0,66801914000.0,70120450000.0,73074980000.0,75879570000.0,80165210000.0,84264985000.0,84035140000.0,90413820000.0,94795840000.0
Kiribati,KIR,,,,,,,,,,,102299750.0,99957020.0,112031060.0,135456620.0,196822200.0,207341220.0,151839630.0,144835820.0,146370500.0,129413490.0,108050260.0,108050260.0,109014990.0,106120780.0,108050260.0,103226584.0,104191320.0,105156056.0,114803400.0,110944456.0,109979730.0,109979730.0,110944456.0,111909190.0,113838664.0,113838664.0,115768130.0,117697600.0,125415470.0,123486010.0,131203880.0,129274420.0,134170630.0,136862530.0,134632540.0,141299060.0,141229400.0,144103340.0,141089520.0,142222200.0,140628940.0,143107650.0,150457860.0,156719280.0,155001180.0,170292320.0,169477980.0,169793260.0,178475870.0,174616930.0,171722740.0,185229010.0,188123220.0
Kosovo,OWID_KOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580661000.0,4811290600.0,5048966000.0,5368051000.0,5459963000.0,5751568400.0,5944177000.0,6295848400.0,6646639000.0,6967383000.0,7204736000.0,7547451000.0,7144396300.0,7912108500.0,8325010000.0
Kuwait,KWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36595053000.0,49033884000.0,53170463000.0,55753638000.0,56091017000.0,57478332000.0,59583218000.0,58517270000.0,61264413000.0,61395108000.0,63245730000.0,74203700000.0,81802380000.0,90480830000.0,97280260000.0,103109000000.0,105666000000.0,98188760000.0,95861430000.0,105091000000.0,112055000000.0,113342000000.0,113910000000.0,114586000000.0,117938000000.0,112381000000.0,115116000000.0,114481000000.0,104343000000.0,105540000000.0,114892000000.0
Kyrgyzstan,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,4159487000.0,4296749000.0,4863921000.0,4999612400.0,5284730000.0,4864915000.0,4191715800.0,3543704800.0,2831946000.0,2678346200.0,2868094000.0,3152472600.0,3219362800.0,3337056000.0,3518703400.0,3705955300.0,3705313300.0,3965807600.0,4244477400.0,4237027800.0,4368498700.0,4741694000.0,5140073000.0,5288430600.0,5263492000.0,5577000000.0,5572083700.0,6180303000.0,6429000700.0,6678177300.0,6967734000.0,7298000000.0,7572252000.0,7920623000.0,7354380000.0,7759385600.0,8250691000.0
Laos,LAO,,,,,,,,,,,,,,,,,,,,,,,,,2109468200.0,2216417300.0,2324692200.0,2291547100.0,2245482200.0,2564130600.0,2736044800.0,2853600500.0,3012256800.0,3190358300.0,3450660000.0,3693284900.0,3949167400.0,4220557800.0,4388013000.0,4708617700.0,4981660000.0,5268176400.0,5579986000.0,5918524000.0,6294805500.0,6742213000.0,7323342300.0,7879684000.0,8496262000.0,9133633000.0,9912449000.0,10709276000.0,11568813000.0,12497361000.0,13448655000.0,14426381000.0,15439523000.0,16503696000.0,17534840000.0,18491847000.0,18584865000.0,19054756000.0,19570650000.0
Latin America and Caribbean (WB),,733509000000.0,778459000000.0,811948000000.0,829014000000.0,889315000000.0,939707000000.0,986225000000.0,1028960000000.0,1102110000000.0,1177380000000.0,1254090000000.0,1340400000000.0,1436600000000.0,1551680000000.0,1648960000000.0,1708210000000.0,1801110000000.0,1888760000000.0,1974330000000.0,2120180000000.0,2260830000000.0,2288540000000.0,2284680000000.0,2232590000000.0,2319460000000.0,2392120000000.0,2475330000000.0,2556970000000.0,2572710000000.0,2616710000000.0,2606920000000.0,2683810000000.0,2752790000000.0,2873700000000.0,3023860000000.0,3048960000000.0,3169880000000.0,3340710000000.0,3440270000000.0,3463460000000.0,3588400000000.0,3604690000000.0,3621090000000.0,3709900000000.0,3912470000000.0,4066290000000.0,4274880000000.0,4496460000000.0,4660140000000.0,4553670000000.0,4844070000000.0,5056660000000.0,5186430000000.0,5327640000000.0,5398480000000.0,5420470000000.0,5401780000000.0,5500190000000.0,5586930000000.0,5626840000000.0,5254280000000.0,5623450000000.0,5842120000000.0
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12350289000.0,12669916000.0,13789545000.0,14663243000.0,15067387000.0,15922573000.0,16929438000.0,18129418000.0,19656434000.0,21284803000.0,23566610000.0,26387966000.0,29011438000.0,28068820000.0,24066169000.0,22993883000.0,23585680000.0,25246642000.0,25753586000.0,26243463000.0,27263090000.0,27908848000.0,28833323000.0,29983922000.0,30160077000.0,29100313000.0,31059268000.0,32102386000.0
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13590691000.0,7821290500.0,9896526000.0,14790099000.0,17221347000.0,19075340000.0,20621443000.0,21951291000.0,24428700000.0,24686414000.0,25591350000.0,25456845000.0,25798443000.0,26789018000.0,27706046000.0,28600148000.0,30510480000.0,31329923000.0,31815385000.0,34777596000.0,37931620000.0,41812840000.0,45147470000.0,45539054000.0,46707036000.0,48494924000.0,49699566000.0,49929340000.0,50705514000.0,51163400000.0,50199118000.0,46727890000.0,36728170000.0,34156740000.0,
Lesotho,LSO,193508320.0,197116860.0,227338450.0,251470600.0,272219700.0,278083620.0,276955940.0,307177540.0,306049820.0,310786050.0,317552100.0,333790820.0,333114180.0,421072600.0,467306750.0,404157250.0,448813120.0,546694900.0,646832300.0,665551170.0,647283260.0,651779500.0,680830660.0,694353100.0,732784830.0,751912300.0,787138300.0,792882300.0,861085400.0,910987400.0,966060900.0,1033362560.0,1105247100.0,1144038700.0,1212450700.0,1252351700.0,1322446200.0,1371424400.0,1392512300.0,1399141000.0,1453365200.0,1505128100.0,1516022800.0,1585150000.0,1611976700.0,1667849700.0,1738401400.0,1811204100.0,1911244500.0,1887282200.0,1986735700.0,2078451700.0,2210102500.0,2249719300.0,2288201700.0,2359686700.0,2444845600.0,2368122000.0,2333058800.0,2299976200.0,2128427500.0,2167860500.0,2192029700.0
Liberia,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210291700.0,2274838300.0,2360441000.0,1648883000.0,1692081200.0,1781443500.0,1924741200.0,2108270600.0,2258921200.0,2378656300.0,2523750000.0,2730717000.0,2949005300.0,3205194000.0,3227675000.0,3227075600.0,3176896000.0,3254893800.0,3292571600.0,3211334100.0,3115556400.0,3270920200.0,3428189400.0
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55536340000.0,57579676000.0,56564638000.0,56022240000.0,63314117000.0,66138964000.0,73990160000.0,78799905000.0,83709130000.0,83573480000.0,79896090000.0,83912670000.0,41672280000.0,77854960000.0,63842656000.0,49131516000.0,48717505000.0,47991157000.0,63584350000.0,68633817000.0,60949783000.0,42794580000.0,56220320000.0,55524884000.0
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6268515300.0,,,,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17913321000.0,18837373000.0,20402932000.0,21928206000.0,21677881000.0,22478991000.0,23945996000.0,25562690000.0,28263630000.0,30120407000.0,32449430000.0,34855270000.0,38726810000.0,39739294000.0,33842534000.0,34401358000.0,36478857000.0,37881057000.0,39225860000.0,40613280000.0,41435533000.0,42479223000.0,44298437000.0,46067413000.0,48216770000.0,48204902000.0,51234440000.0,52484650000.0
Low-income countries,,,,,,,,,,,,,,,,,,,,,,,160184000000.0,163094000000.0,166254000000.0,164180000000.0,164139000000.0,169342000000.0,179668000000.0,185711000000.0,188699000000.0,185093000000.0,188606000000.0,190610000000.0,193599000000.0,197269000000.0,207533000000.0,219445000000.0,235076000000.0,244177000000.0,250263000000.0,258520000000.0,271186000000.0,282985000000.0,297115000000.0,315009000000.0,335376000000.0,355429000000.0,377006000000.0,397143000000.0,410761000000.0,438238000000.0,439729000000.0,419604000000.0,433366000000.0,452486000000.0,450746000000.0,460374000000.0,473538000000.0,487480000000.0,505801000000.0,506118000000.0,515223000000.0,532805000000.0
Lower-middle-income countries,,561392000000.0,579347000000.0,598114000000.0,642573000000.0,686783000000.0,715493000000.0,732580000000.0,757101000000.0,801618000000.0,876641000000.0,955487000000.0,1010890000000.0,1063940000000.0,1118960000000.0,1177280000000.0,1209000000000.0,1311880000000.0,1361620000000.0,1365510000000.0,1354970000000.0,1360020000000.0,1374640000000.0,1444750000000.0,1499040000000.0,1518830000000.0,1574880000000.0,1603350000000.0,1649280000000.0,1725030000000.0,1793210000000.0,1875650000000.0,1914110000000.0,1961690000000.0,1973480000000.0,2005700000000.0,2086240000000.0,2204340000000.0,2278050000000.0,2371000000000.0,2484490000000.0,2594330000000.0,2704760000000.0,2839050000000.0,3019160000000.0,3224730000000.0,3424780000000.0,3651510000000.0,3905130000000.0,4062140000000.0,4252970000000.0,4533570000000.0,4739020000000.0,4938840000000.0,5180330000000.0,5471740000000.0,5746410000000.0,6078330000000.0,6388680000000.0,6694690000000.0,6928620000000.0,6707510000000.0,7118560000000.0,7488800000000.0
Luxembourg,LUX,8012571600.0,8319451600.0,8432486400.0,8722488000.0,9408585000.0,9339438000.0,9442723000.0,9463188000.0,9859116000.0,10842352000.0,12045252000.0,12366526000.0,13182495000.0,14278311000.0,14879782000.0,13901976000.0,14254298000.0,14478058000.0,15068035000.0,15421473000.0,15551149000.0,15465469000.0,15640431000.0,16107935000.0,17104522000.0,17582030000.0,19337409000.0,20101425000.0,21802666000.0,23938906000.0,25212439000.0,27391850000.0,27890287000.0,29061860000.0,30172290000.0,30604417000.0,31032290000.0,32714189000.0,34897703000.0,37750653000.0,40369840000.0,41610953000.0,42953080000.0,44078182000.0,45943525000.0,47084245000.0,49917170000.0,53959795000.0,53797820000.0,52055335000.0,54012830000.0,54576886000.0,55477350000.0,57236976000.0,58738352000.0,60071584000.0,63062060000.0,63892710000.0,64671764000.0,66557497000.0,65951937000.0,70679630000.0,71655145000.0
Macao,MAC,,,,,,,,,,,,,,,,,,,,,,,5862889500.0,6450546700.0,6996228000.0,7047480000.0,7519183000.0,8593965000.0,9265225000.0,9730782000.0,10507330000.0,10891834000.0,12340337000.0,12980290000.0,13532349000.0,13978310000.0,13919753000.0,13880908000.0,13246406000.0,12934024000.0,13677292000.0,14072349000.0,15326281000.0,17110356000.0,21666902000.0,23416654000.0,26552179000.0,30396070000.0,31426904000.0,31827410000.0,39823282000.0,48431743000.0,52907930000.0,58597003000.0,57396760000.0,45048190000.0,44742304000.0,49153905000.0,52302303000.0,50961520000.0,23271131000.0,28748124000.0,22581086000.0
Madagascar,MDG,4151435300.0,4236482800.0,4332696000.0,4292428000.0,4462516000.0,4442334700.0,4534049000.0,4784717000.0,5111454700.0,5301663000.0,5581403000.0,5800717000.0,5726895600.0,5576938500.0,5688860700.0,5760466000.0,5583685600.0,5715684000.0,5563543600.0,6111811000.0,6170039000.0,5565375000.0,5459632600.0,5508769300.0,5605734000.0,5670555600.0,5781711000.0,5849641000.0,6048934400.0,6295421000.0,6492399000.0,6082965500.0,6154798000.0,6284044300.0,6281399000.0,6386837500.0,6524423000.0,6765402000.0,7030408000.0,7360783000.0,7688843000.0,8148653600.0,7137571000.0,7835974700.0,8247912000.0,8640170000.0,9106610000.0,9626650000.0,10272851000.0,9864124000.0,9925207000.0,10081869000.0,10385449000.0,10624353000.0,10979122000.0,11323020000.0,11775165000.0,12238319000.0,12629254000.0,13186360000.0,12245161000.0,12947986000.0,13439518000.0
Malawi,MWI,944667400.0,1016836200.0,1023632400.0,1009392830.0,1036253800.0,1177355300.0,1333343500.0,1430431600.0,1402923300.0,1485448200.0,1492567900.0,1734641000.0,1842732500.0,1885127700.0,2020403700.0,2143382100.0,2250502700.0,2361183000.0,2591282000.0,2705198600.0,2716202000.0,2572511700.0,2636913200.0,2734972400.0,2881575200.0,3013291500.0,3006818800.0,3055687000.0,3152775000.0,3195170000.0,3377048600.0,3671872800.0,3402615000.0,3732391200.0,3350187500.0,3910634200.0,4196763000.0,4355922000.0,4525595600.0,4663277000.0,4736774000.0,4501121000.0,4577640400.0,4838824000.0,5101112300.0,5267854000.0,5515442700.0,6044925000.0,6506742000.0,7048630300.0,7533157400.0,7904743400.0,8054933500.0,8490733600.0,8968360000.0,9219474000.0,9449961000.0,9827960000.0,10259573000.0,10818533000.0,10905081000.0,11205124000.0,11308596000.0
Malaysia,MYS,10075054000.0,10840556000.0,11536631000.0,12383281000.0,13046897000.0,14049533000.0,15147744000.0,15732015000.0,16987114000.0,17817537000.0,18884190000.0,20779153000.0,22729992000.0,25389648000.0,27501728000.0,27722035000.0,30927670000.0,33325509000.0,35542954000.0,38865900000.0,41758233000.0,44657130000.0,47311170000.0,50269176000.0,54170964000.0,53615575000.0,54280730000.0,57098950000.0,62773280000.0,68460290000.0,74627555000.0,81751106000.0,89014790000.0,97822745000.0,106834000000.0,117335000000.0,129072000000.0,138523000000.0,128329000000.0,136205000000.0,148271000000.0,149039000000.0,157074000000.0,166166000000.0,177438000000.0,186899000000.0,197337000000.0,209767000000.0,219902000000.0,216574000000.0,232654000000.0,244971000000.0,258379000000.0,270506000000.0,286755000000.0,301355000000.0,314765000000.0,333061000000.0,349192000000.0,364602000000.0,344706000000.0,356074000000.0,386875000000.0
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434670100.0,1547415800.0,1677366800.0,1803080200.0,1914432100.0,1988057600.0,1909655900.0,2048457100.0,2330121000.0,2465649400.0,2188925400.0,2705638700.0,2898372900.0,3158641400.0,2900967000.0,3099261700.0,3364952000.0,3444491300.0,3684339500.0,3971758300.0,4129505300.0,4400906000.0,4711369700.0,5119751700.0,5493408300.0,3685592000.0,5074588000.0,5780294700.0
Mali,MLI,,,,,,,,2003673100.0,2077977600.0,2082777600.0,2210596900.0,2267387000.0,2399893500.0,2364972300.0,2328815900.0,2599541800.0,2953688800.0,3141208000.0,3095237400.0,3417008000.0,3269193700.0,3318519600.0,3073664800.0,3129632500.0,3120650000.0,3753725000.0,3854798300.0,3849433900.0,4133896400.0,4306585000.0,4198817500.0,4691977000.0,4540958000.0,4685005300.0,4862095400.0,4906876400.0,5253095000.0,5506768000.0,5923722000.0,6261430300.0,6257621000.0,7219807700.0,7444077600.0,8122906000.0,8249623000.0,8788718000.0,9198464000.0,9519824000.0,9974219000.0,10453612000.0,11009110000.0,11362847000.0,11267770000.0,11526373000.0,12342981000.0,13104764000.0,13871695000.0,14607651000.0,15301001000.0,16028742000.0,15830714000.0,16313965000.0,16922030000.0
Malta,MLT,,,,,,,,,,,948894140.0,972180000.0,1028939000.0,1071600260.0,1179150300.0,1409793200.0,1649698800.0,1850700900.0,2057260700.0,2273083100.0,2433329000.0,2513915100.0,2571344400.0,2555597600.0,2579680800.0,2646372900.0,2749189400.0,2862195200.0,3103027200.0,3356827000.0,3568018200.0,3791251000.0,3969096000.0,4146941200.0,4381289000.0,4659172000.0,4835164700.0,5089348000.0,5350208000.0,5602736600.0,6705426000.0,6626658000.0,6796649000.0,7073549000.0,7083471000.0,7323147000.0,7506968000.0,7865404000.0,8166362600.0,8073766400.0,8521346600.0,8561146000.0,8913668000.0,9401546000.0,10119216000.0,11091484000.0,11466537000.0,12712866000.0,13655686000.0,14619603000.0,13438636000.0,15091315000.0,16134999000.0
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,79611060.0,83457250.0,96399810.0,100126650.0,93861430.0,116897370.0,127843350.0,137801140.0,135470080.0,139095580.0,139217740.0,149159090.0,158117950.0,167411680.0,181161630.0,162496640.0,152022660.0,150777000.0,148884530.0,150900540.0,161201140.0,167232400.0,164530140.0,166816750.0,169793920.0,170166800.0,175980180.0,162524260.0,168534750.0,177714450.0,177333840.0,175012770.0,181331520.0,179232480.0,182997300.0,186921300.0,193900560.0,204873800.0,226094270.0,219659680.0,222102960.0,220602600.0
Mauritania,MRT,,1064724200.0,1072460600.0,1051185500.0,1342268000.0,1558887700.0,1562488200.0,1618224100.0,1783225500.0,1805489700.0,2021894400.0,2059155600.0,2044063900.0,1950348500.0,2187561700.0,2075244200.0,2252596700.0,2210279700.0,2199124000.0,2304462800.0,2382151200.0,2464342300.0,2406678500.0,2496576300.0,2416015000.0,2488369000.0,2630544000.0,2680534300.0,2726650000.0,2856918300.0,2806313500.0,2856492800.0,2910027300.0,3080951600.0,2986652000.0,3279935200.0,3470788900.0,3330406100.0,3422918100.0,3548648200.0,3409611300.0,3382351600.0,3429078300.0,3666654000.0,3840188000.0,4169149200.0,4933487600.0,4836326400.0,4820314600.0,4825032000.0,4951459300.0,5158073000.0,5388639000.0,5612312000.0,5852228000.0,6166864000.0,6244622300.0,6636194300.0,6952885000.0,7171276000.0,7145411600.0,7198482000.0,7657464000.0
Mauritius,MUS,,,,,,,,,,,,,,,,,2183115500.0,2326057700.0,2415164400.0,2500094500.0,2248553500.0,2380821200.0,2511697000.0,2521336600.0,2639798800.0,2823382800.0,3098437600.0,3373921000.0,3603055900.0,3763937500.0,4034441700.0,4213387300.0,4487792600.0,4715865000.0,4910919700.0,5121487400.0,5407667700.0,5715227600.0,6062253000.0,6220534300.0,6730792000.0,6956108000.0,7068443000.0,7487280000.0,7811480600.0,7950333400.0,8337160000.0,8814631000.0,9289472000.0,9597425000.0,10017524000.0,10425992000.0,10790497000.0,11153102000.0,11579928000.0,12007291000.0,12471069000.0,12962177000.0,13481539000.0,13871328000.0,11853530000.0,12257000000.0,13345494000.0
Mexico,MEX,152253000000.0,159865000000.0,167322000000.0,180887000000.0,202422000000.0,216794000000.0,230010000000.0,243477000000.0,266421000000.0,275528000000.0,293445000000.0,304485000000.0,329541000000.0,355447000000.0,375980000000.0,397578000000.0,415141000000.0,429217000000.0,467662000000.0,513016000000.0,557939000000.0,611422000000.0,611119000000.0,582860000000.0,603339000000.0,614918000000.0,590752000000.0,602941000000.0,610287000000.0,632412000000.0,665614000000.0,692078000000.0,716776000000.0,737326000000.0,769725000000.0,724232000000.0,769267000000.0,824645000000.0,875650000000.0,899775000000.0,945027000000.0,940766000000.0,938541000000.0,949668000000.0,983527000000.0,1004310000000.0,1052570000000.0,1074440000000.0,1084580000000.0,1016300000000.0,1066820000000.0,1103560000000.0,1142780000000.0,1152510000000.0,1181370000000.0,1213290000000.0,1234800000000.0,1257910000000.0,1282720000000.0,1279150000000.0,1168480000000.0,1236700000000.0,1284910000000.0
Micronesia (country),FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,218165730.0,220783200.0,226410750.0,234394020.0,243162530.0,261223040.0,271692900.0,293810460.0,292240000.0,312739070.0,302786560.0,284434850.0,292542720.0,296563520.0,310899140.0,317638180.0,319375650.0,324396600.0,314404700.0,320824420.0,320564380.0,314678200.0,307099230.0,310456130.0,317470530.0,327593300.0,321477730.0,309648100.0,302508320.0,316489900.0,319338880.0,327904130.0,328598180.0,332458530.0,323256960.0,316713300.0,314095840.0
Middle East and North Africa (WB),,,,,,,,,,,,,,,,,867457000000.0,1011040000000.0,1058520000000.0,1015060000000.0,1068260000000.0,1092590000000.0,1110770000000.0,1070660000000.0,1039440000000.0,1035010000000.0,1024550000000.0,1035780000000.0,1029740000000.0,1067020000000.0,1095940000000.0,1239610000000.0,1291430000000.0,1352510000000.0,1382280000000.0,1417090000000.0,1456910000000.0,1530890000000.0,1587450000000.0,1659890000000.0,1693030000000.0,1807570000000.0,1835090000000.0,1862820000000.0,1957430000000.0,2111150000000.0,2216780000000.0,2346550000000.0,2468500000000.0,2581630000000.0,2597510000000.0,2727360000000.0,2829320000000.0,2942590000000.0,3008640000000.0,3094450000000.0,3179420000000.0,3320200000000.0,3378350000000.0,3451560000000.0,3491770000000.0,3361080000000.0,3514100000000.0,3724610000000.0
Middle-income countries,,1923230000000.0,1944740000000.0,2007930000000.0,2104710000000.0,2272440000000.0,2408910000000.0,2526050000000.0,2607480000000.0,2759880000000.0,2986280000000.0,3239470000000.0,3447330000000.0,3662010000000.0,3922190000000.0,4151450000000.0,4331020000000.0,4595900000000.0,4806930000000.0,4988780000000.0,5219890000000.0,5473310000000.0,5596040000000.0,5756670000000.0,5853130000000.0,6139100000000.0,6413960000000.0,6662910000000.0,6985120000000.0,7272820000000.0,7494800000000.0,7656100000000.0,7773930000000.0,7904070000000.0,8180430000000.0,8454400000000.0,8777590000000.0,9254550000000.0,9739230000000.0,10002100000000.0,10384500000000.0,10995400000000.0,11404800000000.0,11943900000000.0,12659100000000.0,13628800000000.0,14619300000000.0,15824000000000.0,17225400000000.0,18236700000000.0,18805100000000.0,20294800000000.0,21583400000000.0,22779400000000.0,24007800000000.0,25185200000000.0,26306400000000.0,27505100000000.0,28930800000000.0,30350200000000.0,31559200000000.0,31169800000000.0,33436300000000.0,34628500000000.0
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4465702400.0,4203250700.0,4272480800.0,3992967000.0,3858473700.0,3939799300.0,4180127000.0,4506177000.0,4803584500.0,5159049700.0,5545979000.0,5812185600.0,5986551300.0,6453502500.0,6066292000.0,6496999000.0,6875005000.0,6834460700.0,7452560400.0,7825160000.0,7798693000.0,8161021400.0,8501794000.0,8848293000.0,9162612000.0,8404316000.0,9575037000.0,9094802000.0
Monaco,MCO,,,,,,,,,,,1765494700.0,1857795700.0,1944151800.0,2071566800.0,2164261400.0,2143211000.0,2237761500.0,2317274400.0,2408889000.0,2494024200.0,2536060000.0,2559452000.0,2621707800.0,2653036500.0,2692421000.0,2738426600.0,2805582800.0,2875289600.0,3007512600.0,3132735200.0,3215547600.0,3248189700.0,3292580600.0,3262489000.0,3334773800.0,3405375700.0,3443200500.0,3520233500.0,3643556600.0,3763813600.0,3910987500.0,3996549400.0,4037574000.0,4081484000.0,4182316300.0,4260763100.0,4507633700.0,5158475000.0,5196627500.0,4607616500.0,4702774000.0,5033019400.0,5083964400.0,5570861000.0,5971240400.0,6261650000.0,6447252000.0,6250989600.0,6612318000.0,7080699400.0,6159423000.0,7506327000.0,8339291000.0
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2484401400.0,2691653400.0,2848685600.0,3017710000.0,3190108000.0,3489180400.0,3609858800.0,3794249500.0,3952780500.0,3826905900.0,3494212000.0,3170771500.0,3070296300.0,3135828200.0,3335782100.0,3410339800.0,3543231000.0,3661572900.0,3773996500.0,3817249000.0,3929961200.0,4115965400.0,4404273700.0,4872246000.0,5225662000.0,5672782000.0,6254129700.0,6810770400.0,6724369000.0,7152386000.0,8389089000.0,9422609000.0,10520241000.0,11349787000.0,11619892000.0,11793004000.0,12457761000.0,13422600000.0,14174566000.0,13528525000.0,13749956000.0,14441951000.0
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736010000.0,2870075000.0,2600287700.0,2680896800.0,2710382300.0,2761986300.0,2830557000.0,2955838700.0,3079410700.0,3343206000.0,3570883300.0,3828799200.0,3606916600.0,3705541600.0,3825173200.0,3720983600.0,3853040600.0,3921767200.0,4054730000.0,4174315500.0,4371195400.0,4593160000.0,4779777500.0,4048142000.0,4576160300.0,4869340000.0
Morocco,MAR,,,,,,,11518527000.0,12673702000.0,13927352000.0,15091980000.0,15803335000.0,16687830000.0,17094553000.0,17703000000.0,18693669000.0,20106578000.0,22280659000.0,23630682000.0,24158276000.0,25316370000.0,26238435000.0,25780986000.0,28090284000.0,28479775000.0,30307717000.0,32128500000.0,35107170000.0,34993066000.0,39148577000.0,40262824000.0,41636516000.0,44641042000.0,43704590000.0,43380920000.0,47974090000.0,45380874000.0,50995794000.0,50199904000.0,53833650000.0,54747240000.0,56160910000.0,60497560000.0,62754240000.0,66626867000.0,69672630000.0,71896760000.0,77498106000.0,80164860000.0,84721870000.0,87895360000.0,90971310000.0,95997150000.0,98936906000.0,103015000000.0,105817000000.0,110414000000.0,110989000000.0,116603000000.0,120178000000.0,123652000000.0,114776000000.0,123982000000.0,125542000000.0
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,2851825400.0,2994416600.0,2787801900.0,2350116900.0,2197359400.0,2219332900.0,2168288300.0,2487026700.0,2690962700.0,2865875500.0,2894534100.0,3037102800.0,2806992400.0,3114089500.0,3314642700.0,3385009000.0,3747066600.0,4189780500.0,4624228400.0,5170673000.0,5210292000.0,5879902700.0,6448401400.0,6913828000.0,7481087000.0,7953295000.0,8741520000.0,9410190000.0,10057426000.0,10653728000.0,11365368000.0,12176179000.0,13149605000.0,14013720000.0,15093136000.0,16208986000.0,16970320000.0,17418033000.0,18025040000.0,18442826000.0,18217910000.0,18651030000.0,19464184000.0
Myanmar,MMR,2828449800.0,2841787600.0,2957927700.0,3352790300.0,3155176200.0,3492548000.0,3323097300.0,3126195200.0,3503193900.0,3618509800.0,3798687500.0,3955571700.0,4051923200.0,4012695600.0,4227069000.0,4402606600.0,4670302700.0,4948292600.0,5270813000.0,5544962600.0,5985152000.0,6365553000.0,6722271000.0,7017452000.0,7363604000.0,7573540400.0,7493461500.0,7193301000.0,6376686000.0,6612323300.0,6798588400.0,6754355700.0,7406890000.0,7854222300.0,8441558000.0,9028082000.0,9609735000.0,10152837000.0,10748424000.0,11924854000.0,13564036000.0,15102739000.0,16918921000.0,19261176000.0,21873890000.0,24841947000.0,28090305000.0,31458736000.0,34684924000.0,38344188000.0,42038436000.0,44389007000.0,47643906000.0,51658383000.0,55786360000.0,59687410000.0,63291300000.0,67174924000.0,71386030000.0,76082590000.0,69198370000.0,60883240000.0,63341396000.0
